21600,28400,25000,25000,28400,21600,25000,25000
21656,28456,25000,25000,28400,21600,25000,25000
21712,28512,25000,25000,28400,21600,25000,25000
14800,35200,30850,19150,35200,14800,19150,30850
14857,35257,30850,19150,35200,14800,19150,30850
14914,35314,30850,19150,35200,14800,19150,30850
15200,34800,19000,31000,34800,15200,31000,19000
15259,34859,19000,31000,34800,15200,31000,19000
15318,34918,19000,31000,34800,15200,31000,19000
