16250,33750,25000,25000,33750,16250,25000,25000
16307,33807,25000,25000,33750,16250,25000,25000
16364,33864,25000,25000,33750,16250,25000,25000
12100,37900,28250,21750,37900,12100,21750,28250
12153,37953,28250,21750,37900,12100,21750,28250
12206,38006,28250,21750,37900,12100,21750,28250
12200,37800,21550,28450,37800,12200,28450,21550
12255,37855,21550,28450,37800,12200,28450,21550
12310,37910,21550,28450,37800,12200,28450,21550
