26200,23800,25000,25000,23800,26200,25000,25000
26256,23856,25000,25000,23800,26200,25000,25000
26312,23912,25000,25000,23800,26200,25000,25000
17000,33000,32900,17100,33000,17000,17100,32900
17056,33056,32900,17100,33000,17000,17100,32900
17112,33112,32900,17100,33000,17000,17100,32900
17500,32500,17000,33000,32500,17500,33000,17000
17556,32556,17000,33000,32500,17500,33000,17000
17612,32612,17000,33000,32500,17500,33000,17000
