20200,29800,25000,25000,29800,20200,25000,25000
20252,29852,25000,25000,29800,20200,25000,25000
20304,29904,25000,25000,29800,20200,25000,25000
14100,35900,30100,19900,35900,14100,19900,30100
14152,35952,30100,19900,35900,14100,19900,30100
14204,36004,30100,19900,35900,14100,19900,30100
14500,35500,19750,30250,35500,14500,30250,19750
14553,35553,19750,30250,35500,14500,30250,19750
14606,35606,19750,30250,35500,14500,30250,19750
